review,Trang,Uyên,Đạt,Gold
“Came from nothing that’s why I flex a lot.”  You just ended your own career,0,0,0,0
“Can you get them sheep out my mentions” GOT EM’,2,2,2,-
"“Can you get these sheep out my mansion,  how can I be mad bitch I sleep in a mansion”-Ricegum best rhymes of 2017",1,1,1,1
“Chilling with her hair tied no makeup with some sweatpants on you know I can always be that guy” Love to know Jacob has the capability to tie up his hair take off all his makeup and wear some sweatpants.,1,2,2,-
“Confuses you with big words” holy Christ lol,0,0,0,0
"“CUTIES” Spoiler Alert: The 11 year-old main character is a liar, thief, sexual manipulator, and potential murderer, aka a psychopath. She ambushes a rival, pushes her in to a river that is way over her head, watches her “drowning”, turns her back and runs off to dance lewdly.  Does the girl in the river get rescued? Netflix’s  answer is “It’s implied,” so how are there NOT sexual  implications in the actions of these 11 years-olds?! The used-condom scene is disgusting. “CUTIES” is UNREDEEMABLE. Canceled my subscription after 10 years. ❌",0,2,0,-
"“Do Atheists go to Hell?” “No.” “How about the person who decided that Cuties was a good idea?” “STRAIGHT to hell, to the BOILER ROOM of Hell, ALL the way down!”",0,0,0,0
“Do you know where the devil is?” In this movie.,0,0,0,0
“Do you know who the devil is?”. Course I do. The director of this damn movie.,0,0,0,0
“Do you support ped-“ Netflix : “yes” “I didn’t get to finis-“ Netflix : “yes”,0,0,0,0
“Do you support pedophilia? A yes or no would suffice” Netflix: wE cAnNoT aNsWeR tHaT.,0,0,0,0
“Even his clothes want to get away from him”  Daz,0,2,1,-
“Family dysfunction” mom won’t let her get preyed on by pedos uh oh,2,2,2,-
“H3 stop eating snacks your getting fat” when he is sitting in a car with a controller and Oreos 😂😅,1,2,1,-
“H3 stoping eating snacks your going to get fat” proceeds to eat Oreo cereal                                  -RiceGum 2017,1,2,1,-
“He aint got no points he confuses you with big words”…. Idubbz made great points with great back up and evidence.,1,2,2,-
“He confuses you with big words...”,0,0,0,0
“He confuses you with big words”  Rice admits he is stupid,0,0,0,0
“hE coNfUsEs YoU WiTh BiG wOrDs”  Stay smart ricegum,2,2,2,-
“He confuses you with big words” no anyone with an IQ higher than a toaster oven could understand that he tore you apart 😂😂😂,0,0,0,0
"“He gotta flex, flex, flex, when you don’t have a personality replace it with a Rolex”",2,2,2,-
“He sounds like Optimus Prime with asthma”  - Daz,2,2,2,-
"“Hey kid, wanna be in a movie? Okay get in my 2002 dodge neon and learn how to twerk”",2,2,2,-
“How are you going to support a man that probably says the N-word” HHHHMMMMMM sees Tana and Rice be Friends Hypocrisy sometimes is nice and sweet,2,2,2,-
“How long do we have?” “Seven days”  Marvel be giving off umbrella academy vibes,2,2,2,-
“How you gonna support a guy who proudly says the N-Word?” By doing that. LOL,2,2,2,-
“I remember I was broke I could not dress alot”  This line would actually make sense if he actually had financial issues in the past. Dude literally lived with his parents and got the basic necessities.,2,2,2,-
“I want him to roast me and find things about me”  Now  “Your a stalker Ian  you think about me every night” come on make up your mind,2,2,2,-
“If you are not ready for my kiss” Y’all in third grade..,2,2,2,-
"“If you’re not ready for my kiss”😖 Nobody is, Jacob, because nobody wants to kiss you.",0,0,0,0
“It was time for Thomas to leave. He had seen everything”,2,2,2,-
"“Netflix, do you think pedophiles are bad?”  Netflix: Well yes, but no.",0,0,0,0
“No makeup with some sweatpants on.”   Girl is wearing overalls,2,2,2,-
"“One of the simple joys of our time in public service was getting to meet so many fascinating people from all walks of life, and to help them share their experiences with a wider audience,” said Barack Obama. “That’s why Michelle and I are so excited to partner with Netflix — we hope to cultivate and curate the talented, inspiring, creative voices who are able to promote greater empathy and understanding between peoples, and help them share their stories with the entire world.”",1,1,1,1
“Please leave the children as children.”  Murat Soner 😓😓🇹🇷🇹🇷🇹🇷,2,2,2,-
“Please leave the children as children.” -Murat Soner,2,2,2,-
"“Please leave the children as children”
 -Murat Soner",2,2,2,-
"“Please leave the children as children”
 -Murat Soner",2,2,2,-
"“Please leave the children as children”
 -Murat Soner",2,2,2,-
“Please leave the children as children”  -Murat Soner,2,2,2,-
“Please leave the children as children”  -Murat Soner  EDIT: btw guys make sure to report the video for sexual content so it gets taken down,2,2,2,-
“Please leave the children as children” -Murat Soner,2,2,2,-
“Please leave the children as children” -Murat Soner,2,2,2,-
“Please the Leave the children as children” —Murat Soner,2,2,2,-
“Rice got the biggest W in history!”      Only because he couldn’t pronounce the L,2,2,2,-
“Rice got the biggest W in history”  Comparisons between the like/dislike ratios say otherwise,2,2,2,-
"“Son, the greatest trick the Devil pulled was convincing the world there was only one of him.” David Wong",2,2,2,-
“The emergence has begun”..“I don’t follow”..“When you love something you protect it”..”How long do we have”..”Seven days”..Brilliant timely work of protest art to combat blind faith in governance by “celestial” “re-set” of “arbeit macht frei” by “earthquaking” “eternals” fighting “deviants” with “Divine Reservations” in “South Dakota” atop a “New Freedom Tower” of “One World Trade”..”Waiting for someone or something to show (me) the way”..”I remember Gilgamesh”..A masterful Opus…The best yet…Luv it !!,1,1,1,1
“They loved you! See how many likes you have?” looks at dislikes,0,0,0,0
“They tryin to brain wash me into think my shi aint fire but it is”-salty rice,0,0,0,0
"“This is the greatest song ever. It has 11 million likes and no dislikes?!  No wonder Lil Pump is on top of the world, he’s up there with the greats!”  -said no one",0,1,1,-
"“We were instructed not to interfere unless Deviants are involved.” “By who?” Celestial appears ""Understandable, have a nice day""",2,2,2,-
“We were instructed not to interfere unless Deviants are involved.” “By who?” Ominous Mickey Mouse laugh in the background,2,2,2,-
“We were instructed not to interfere unless Deviants are involved” “By who?”  SHOWS A CELESTIAL “Understandable have a great day!”,2,2,2,-
“We were told not to interfere.” “By who?”  Shows Kevin Feigie’s face.,2,2,2,-
“We’ve loved these people since we arrived. When you love something you protect it.” casually lets Thanos wipe out half of the universe,0,0,0,0
"“What if we sexualized children?” [CEO of Netflix, August 2020]",2,2,2,-
“What is this made of? Vibranium?” “Ikea”,2,2,2,-
“What’s this made out of? Vibranium?” …. “Fall collection. Ikea.” 😂😂😂,2,2,2,-
“When you go to sleep at night”  Me: 0_o,2,2,2,-
“Who your obsessed with.” You asked for a content cop.,2,2,2,-
“Why are u obsessed with me” Makes 6 videos on idubzz,2,2,2,-
"“Why didn’t you guys help fight Thanos, or any war, or any of the terrible things that happened throughout history?” Haha I love how they asked the exact question we all were asking after the first trailer. By the way this looks incredible 🔥🔥🔥",1,2,1,-
"“Why didn’t you guys help fight Thanos?”
 “Because Marvel and Disney were already paying a bunch of actors for Infinity War and Endgame.”",2,2,2,-
"“Why didn’t you guys help fight thanos?” 
 “Because the budget for the movie was already too high”",2,2,2,-
“Why didn’t you guys help fight thanos?”  “ Because then there wouldn’t be endgame”,2,2,2,-
"“Why didn’t you guys help fight Thanos?”  “Oh, we’re busy watching endgame”",2,2,2,-
“Why didn’t you guys help fight Thanos?”  Eternals: Did you see what he did to the Hulk?,2,2,2,-
"“Why didn’t you guys help fight Thanos?”  John Snow: ""i was in HBO""",2,2,2,-
"“Why didn’t you guys help fight Thanos?” ""We were sure T'Challa was going to talk him out of it...""",2,2,2,-
“Why didn’t you guys help fight Thanos?” “Because we needed the billions from the other movies to be able to afford this one with Angelina.”,2,2,2,-
“Why didn’t you guys help fight Thanos?” “It would have been our  nexus event”,2,2,2,-
“Why didn’t you guys help fight Thanos?” “No one made a movie about us until now”,2,2,2,-
“Why didn’t you guys help fight thanos?” “We were instructed not to interfere in human affairs.” “Well that is just lazy writing.”-Deadpool,2,2,2,-
“Why didn’t you guys help fight Thanos?” Eternals: “I missed the part where that’s my problem.”,2,2,2,-
“Why didn’t you guys help fight Thanos”  “That’s wasn’t in Dr. Strange plan”,2,2,2,-
“why didn’t you guys help fight thanos”  “we were instructed not to interfere” “by who???” “Kevin Feige”,2,2,2,-
"“Why didn’t you guys help fight thanos”  Eternals: “Marvel need more content in his cinematic universe films, so here we are now”",2,2,2,-
“Why didn’t you guys help fight Thanos” “We were instructed not to” “By who” Mickey Mouse,2,2,2,-
“Why didn’t you guys help stop thanos?” Eternals: why didn’t you guys go for the head?,2,2,2,-
“Why didn’t you help fight Thanos?”  “Because we know nothing Jon Snow”,2,2,2,-
“Why didn’t you help fight Thanos?”  “I was a Kree.”,2,2,2,-
"“Why didn’t you help fight Thanos?” “Sir, this is a Wendy’s”",2,2,2,-
“Why didn’t you help fight Thanos?” “We had to let Robert Downey Jr. shine”,2,2,2,-
“Why didn’t you help fight thanos?” “We weren’t cast yet”,2,2,2,-
“why didn’t you help fight thanos?” “why didn’t you get t’challa to just talk to him?”,2,2,2,-
"“Why didn’t you help fight Thanos?” Eternal Ross: ""WE WERE ON A BREAK!""",2,2,2,-
“Why didn’t you help fight thanos?” Eternals: We were waiting for GOT to end so we can recast everybody,2,2,2,-
“Why didn’t you help fight Thanos”  Eternals: Busy with our undercover,2,2,2,-
“Why didn’t you help fight thanos” “I’m gonna need you to get all the way off my back about this”,2,2,2,-
"“WORDS CANNOT EXPRESS HOW MUCH I HATE FRANCE RIGHT NOW"" -Soldier TF2",0,0,0,0
“Yo mom still live in a tent”   -William Shakespeare,2,2,2,-
“You can think about me all night long”  Me getting this horror in my head during weeks : Relatable,0,0,0,0
“you see he gettin mad bringin up the past”     has just brought up things from years ago in a previous line 🧐,0,0,0,0
"“You, you see, this movie gets a lot of hate but, you know, when I look into it, it’s a masterpiece that needs to get more credit. No need for close-minded judgement. 5/5 stars!”—Woody Allen",1,1,1,1
“You’re a bad person. Get help.” “Nah I got money!” “I don’t care about your money. You’re seriously a bad person. Do you even know what morals are?” “Nah..but I got money!”,2,2,2,-
“You’re a woman now”   No you are an 11 year old child,2,2,2,-
“You’re a woman now”  I’m sorry what,2,2,2,-
“youtube rewind will be the most disliked video ever”  me: there is another,0,2,2,-
"”Sweatshirt"" By autotune featuring Jacob Sartorius",2,2,2,-
(Lil pump) Encontrei ne um sonho lindo ganha tudo possivel o maximo previsto e tudo isso se tornou possivel como meu talento passei por cima das barreira fiz minha carreira com muita certeza de um otimo poeta no show encanta as mulher como cada flow (aj do nordeste ) conquiste tudo como a musica na melhor formula musical virei o cara do flow mais radical muitos mim obiservava para transforma cada passa e uma meta alcancada liricas e a melhor formula da vida emociona cada rima muita comocacao dentro do caracao da multidao tenho o dom de tudo ser meu e trasformo e mutiplicao ingal a todos dom que jesus usou fasso o melhor no meu show,2,2,2,-
